"<p>what happens when you run the following code? </p>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>spawn_link fn -&gt; raise &quot;oops&quot; end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
"	"<p>an errors is logged and the parent process dies.</p>
"	
"<p>Explain what does it mean that Phoenix is a function?</p>
"	"<p>When a user makes a request, a connection is established.<br />
In Phoenix, that connection is the whole universe of things we need to know about a user’s request. It is a struct, which is a map with a known set of fields. The connection comes in with information about the request: whether it’s HTTP or HTTPS, what the URL is, what the parameters look like. Then, each layer of Phoenix (Phenix function-pipiline) makes a little change to that connection. When Phoenix is done, that connection will have the response in it.<br />
<br />
<code>connection |&gt; phoenix</code></p>
"	
"<p>What is BEAM?</p>
"	"<p>Erlang's virtual machine Bogdan/Björn’s Erlang Abstract Machine.<br />
<br />
BEAM is the virtual machine at the core of the Erlang Open Telecom Platform (OTP). BEAM is part of the Erlang Run-Time System (ERTS), which compiles Erlang source code into bytecode, which is then executed on the BEAM. BEAM bytecode files have the <code>.beam</code> file extension.<br />
<br />
Originally BEAM was short for Bogdan's Erlang Abstract Machine, named after Bogumil ""Bogdan"" Hausman, who wrote the original version, but the name may also be referred to as Björn's Erlang Abstract Machine, after Björn Gustavsson, who wrote and maintains the current version. Both developers worked on the system while at Ericsson. The predecessor of the BEAM was JAM (Joe's Abstract Machine), which was the first virtual machine for the Erlang language and was written by Joe Armstrong.</p>
"	
"<p>What must initializer function for a supervised process (<code>start_link/1</code> by default) return?</p>
"	"<p>The <code>start_link/1</code> function must return <code>{:ok, pid}</code> where pid is the process identifier of a new process that is linked to the supervisor.</p>
"	
"<p>How do you call an Erlang function from Elixir?</p>
"	"<p>Using the following syntax:</p>
<pre><code>:module.function()</code></pre>
<p>For example:</p>
<pre><code>:erlang.system_info(:process_count)</code></pre>
"	
"<p>Why is System.stop/0 is better than Application.stop/1?</p>
"	"<p><code>Application.stop/1</code> stops only the specified application, leaving dependencies (other applications) running. To stop the entire system in a controlled way, you can invoke <code>System.stop/0</code>. This function will take down all the OTP applications, and then the BEAM instance itself. Both <code>Application.stop/1</code> and <code>System.stop/0</code> work in a polite way - every process in the supervision tree can perform some final cleanup in its <code>terminate/1</code> callback.</p>
"	
"<p>What is process registry?</p>
"	"<p>You need a way to give symbolic names to supervised processes and access each process via this name. When a process is restarted, the successor will register itself under the same name, which will allow you to reach the right process even after multi-ple restarts.<br />
You could use registered names for this purpose. The problem is that names can only be atoms, and in this case you need something more elaborate that will allow you to use arbitrary terms, such as {:database_worker, 1}, {:database_worker, 2}, and so on.<br />
What you need is a process registry that maintains a key-value map, where the keys are names and the values are pids. A process registry differs from standard local registration in that names can be arbitrarily complex.</p>
"	
"<p>How to receive a message? (Elixir)</p>
"	"<p>Via <code>receive</code> block, e.g.:</p>
<pre><code>  receive do
    message -&gt;
      IO.inspect(message)
    after 5000 -&gt;
      IO.puts(&quot;message not received&quot;)
  end </code></pre>
"	
"<p>Why try catch blocks are dangerous from memory point of view?</p>
"	"<p>Because function calls in try block cannot use tail calls.</p>
"	
"<p>Which error will be raised if throw is not caught?</p>
"	"<p><code>{:nocatch, value}</code></p>
"	
"<p>How to use Erlang's documentation?</p>
"	"<div>
<p>Erlang/OTP documentation is divided into ""System Documentation"" and module documentation (grouped by applications). System documentation consists of Erlang Reference Manual and other article-like docs such as Getting Started, Programming Examples as well as Design Principles or Efficiency Guide. Module documentation documents specific functions within modules.<br />
</p>
</div>
"	
"<p>How to compile a Mix project, run it and execute and expression in one command?</p>
"	"<pre><code>mix run -e &#39;expression&#39;</code></pre>
"	
"<p>What is <code>&amp;</code> operator called? And what are the two uses?</p>
"	"<p><code>&amp;</code> can turn a function into an anonymous functions which can be passed as arguments to other function or be bound to a variable:</p>
<pre><code>speak = &amp;(IO.puts/1)
speak.(&quot;hello&quot;)</code></pre>
<p>Alternatively, it can be used a shorthand operator to create anonymous functions:</p>
<pre><code>add_one = &amp;(&amp;1 + 1)
add_one.(1)</code></pre>
<p>which is same as <code>add_one = fn x -&gt; x + 1 end</code>.</p>
"	
"<p>What is the purpose of <code>@impl</code> before behavior callback?</p>
"	"<p>The <code>@impl</code> tells the compiler that the function about to be defined is a callback function and therefore should satisfy behavior contract. If it doesn't conform, you will get a compile-time warning.</p>
"	
"<p>How do you find a PID of a registered process? For example, a process registered under the name <code>KeyValueStore</code>?</p>
"	"<pre><code>iex(1)&gt; pid = Process.whereis(KeyValueStore)
#PID&lt;0.229.0&gt;</code></pre>
"	
"<p>Here's a Simple GenServer behavior implementation:</p>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>defmodule KeyValueStore do</code></pre>
<pre style=""line-height: 125%""><code> use GenServer  def init(_) do   {:ok,%{}}  end</code></pre>
<pre style=""line-height: 125%""><code> def handle_cast({:
put, key, value}, map) do   {:noreply, Map.put(map, key, value)}  end</code></pre>
<pre style=""line-height: 125%""><code> def handle
_call({:get, key}, _, map) do   {:reply, Map.get(map, key), map}  end</code></pre>
<pre style=""line-height: 125%""><code>####INTERFACE FUNCTIONS######</code></pre>
<pre style=""line-height: 125%""><code> de
f start() do   {:ok, pid}=GenServer.start(__MODULE__, nil)   pid  end</code></pre>
<pre style=""line-height: 125%""><code> def set(server_pid,
key, value ) do   GenServer.cast(server_pid, {:put, key, value})  end</code></pre>
<pre style=""line-height: 125%""><code> def get(se
rver_pid, key) do   GenServer.call(server_pid, {:get, key})  end end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>How do you convert it to a <strong>Supervised</strong> server?</p>
</div>
</div>
</div>
"	"<p>1. Change the interface function start to start_link/1 that takes one argument and ignore it. This is because when the supervisor starts it calls start_link/1 in child modules</p>
<div>
<p><br />
</p>
<div>
<p>2. Change GenServer.start/3 to <strong>GenServer.start_link/3</strong> to start the GenServer as a linked process to the current process.</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>3. Finally, in the client code, call Supervisor.start_link/2:<br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Supervisor.start_link([KeyValueStore], strategy: :one_for_one)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>defmodule KeyValueStore do   use GenServer    def
 init(_) do     {:ok,%{}}   end    def handle_cast({:put, key, value}
, map) do     {:noreply, Map.put(map, key, value)}   end    def handl
e_call({:get, key}, _, map) do     {:reply, Map.get(map, key), map}
 end    def start_link(_) do     GenServer.start_link(__MODULE__, nil
, name: __MODULE__)   end    def set(server_pid, key, value ) do
GenServer.cast(server_pid, {:put, key, value})   end    def get(serve
r_pid, key) do     GenServer.call(server_pid, {:get, key})   end end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
"	
"<p>Which type of GenServer call promotes back-pressure: call/3 or cast/2?</p>
"	"<div>
<div>
<div>
<div>
<p>Because a <strong>call/3</strong> blocks a client, it prevents the client from generating too much work. The client becomes synchronized with the server and can never produce more work than the server can handle. In contrast, if you use <strong>cast/2</strong>, clients may overload the server, and requests may pile up in the message box and consume memory. Ultimately, you may run out of memory, and the entire VM may be terminated. </p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<div>
<p>Obviously, when a client needs a response, you should use calls. The main problem with a cast is that it’s a fire-and-forget kind of request, so the caller doesn’t get any guarantees. You can’t be sure that the request has reached the target, and you most certainly don’t know about its outcome. </p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>How to extract process' state for debugging?</p>
"	"<p><code>:sys.get_state(Name)</code></p>
"	
"<p>As a library author why is it a bad idea to use Application environment(config/config.exs) for configuration?</p>
"	"<div>
<div>
<div>
<p>Scripts such as config.exs, or environment-specific ones like dev.exs, are evaluated before the project is compiled and started. This means you’re limited in what you can do in such scripts. On top of that, the application environment is <strong>global</strong> which means it becomes impossible for two dependencies to use your library in two different ways.</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>Let's see a simple example. Imagine that you implement a library that breaks a string in two parts based on the first occurrence of the dash ""-"" character:<br />
</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>defmodule DashSplitter do   def split(string) when is
_binary(string) do     String.split(string, &quot;-&quot;, parts: 2)   end end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>Now imagine someone wants to split the string in three parts. You decide to make the number of parts configurable via the application environment:<br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>defmodule DashSplitter do</code></pre>
<pre style=""line-height: 125%""><code>  def split(strin
g) when is_binary(string) do     parts = Application.get_env(:dash_sp
litter, :parts, 2)     String.split(string, &quot;-&quot;, parts: parts)   end</code></pre>
<pre style=""line-height: 125%""><code>end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<p>Now users can configure your library in their config/config.exs file as follows:</p>
</div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>config :dash_splitter, :parts, 3</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<p>Once your library is configured, it will <strong>change the behaviour of all users of your library.</strong> If a library was expecting it to split the string in 2 parts, since the configuration is global, it will now split it in 3 parts.</p>
</div>
<div>
<p>The solution is to provide configuration as close as possible to where it is used and not via the application environment. </p>
</div>
</div>
</div>
</div>
"	
"<p>What is railway-oriented programming? How do you achieve that with Elixir?</p>
"	"<p>It is a clean, functional approach to error handling where the happy path follows success path and failure path follows error path. In elixir it can be achieved using <code>with</code> operator</p>
<p>Previously, one would write</p>
<div class=""codehilite"" style=""background: #f8f8f8"" data-align=""left"">
<pre style=""line-height: 125%""><code>case File.read(&quot;my_file.ex&quot;) do   {:ok, contents} -&gt;     case Code.eval_string(contents) do       {res, _binding} -&gt;         {:ok, res}       error -&gt;         error   error -&gt; error     error end </code></pre>
</div>
<p>such can now be rewritten as</p>
<div class=""codehilite"" style=""background: #f8f8f8"" data-align=""left"">
<pre style=""line-height: 125%""><code>with {:ok, contents} &lt;- File.read(&quot;my_file.ex&quot;),      {res, binding} &lt;- Code.eval_string(contents),      do: {:ok, res} </code></pre>
</div>
<p>Every statement of with is executed in order. Execution continues as long as left &lt;- right match. As soon as a match fails, the else block is executed. Within the else block we can match against whatever WAS returned. If all statements match, the do block is executed and has access to all the local variables in the with block.</p>
"	
"<p>What is the use of <code>&amp;(...)</code> syntax?</p>
"	"<p><code>&amp;(...)</code> is a shortcut for creating anonymous functions. Inside that expression, the placeholders <code>&amp;1</code>, <code>&amp;2</code> and so on correspond to the first, second and subsequent parameters of the function. For example:</p>
<pre><code>&amp;((&amp;1 + &amp;3) * &amp;2)</code></pre>
<p><br />
</p>
"	
"<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>i
ex(12)&gt; spawn_link(fn -&gt; Process.sleep(4000); IO.puts(&quot;ending&quot;) end)
 iex(13)&gt; spawn_link(fn -&gt; Process.sleep(4000); raise(&quot;ending&quot;) end)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
What is the result of above two two invocations?</p>
"	"<p>First one prints, ""ending"" after 4 seconds. Doesn't kill the parent as it is a graceful exit</p>
<div>
<p><br />
</p>
</div>
<div>
<p>Second one causes the child process to quit abnormally, which causes the parent process in this case, iex shell to quit as well.</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(14)&gt;  16:43:43.655 [erro
r] Process #PID&lt;0.147.0&gt; raised an exception ** (RuntimeError) ending
     (stdlib) erl_eval.erl:678: :erl_eval.do_apply/6  Interactive Eli
xir (1.9.1) - press Ctrl+C to exit (type h() ENTER for help) iex(1)&gt;</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
"	
"<p>What is Dialyzer and Typer?</p>
"	"<p>Dialyzer stands for “<em>DIscrepancy AnaLYZer for ERlang programs</em>,” and it does precisely that which is implied by its name: it finds discrepancies in Erlang code. Typer provides information about the types used in your programs.</p>
"	
"<p>What is the difference between import and require?</p>
"	"<p>import directive when used with module name automatically <strong>brings all functions and macros</strong> into the current namespace. Require on the otherhand <strong>only brings the macros</strong>. Import directive behind the scenes uses Require directive to import the macros.</p>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>defmodule Condi
tional do   defmacro custom_unless(clause, do: expression) do   quote
 do    if(!unquote(clause), do: unquote(expression)) end    end  end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex&gt; Conditional.custom_unless 2 &lt; 1, do: IO.puts &quot;It works!&quot;</code></pre>
<pre style=""line-height: 125%""><code>** (CompileError) iex: you must requi
re Conditional before invoking the macro Conditional.custom_unless/2</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>When used with import or require</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex&gt; require Conditional
Conditional  iex&gt; Conditional.custom_unless 2 &lt; 1, do: IO.puts &quot;It wo
rks!&quot;  It works!  :ok  iex&gt; import Conditional  Conditional iex&gt; Cond
itional.custom_unless 2 &lt; 1, do: IO.puts &quot;It works!&quot;  It works!  :ok</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
"	
"<p>How to implement naive flush buffer fun using receive?</p>
"	"<p><img src=""img735426423782847287.jpg"" /></p>
"	
"<p>Explain what is a child specification and its arguments.</p>
"	"<p>The child specification describes how the supervisor starts, shuts down, and restarts child processes. The child specification is a map containing up to 6 elements. The first two keys in the following list are required, and the remaining ones are optional:<br />
<br />
<code>:id</code> - any term used to identify the child specification internally by the supervisor; defaults to the given module. In the case of conflicting :id values, the supervisor will refuse to initialize and require explicit IDs. This key is required.<br />
<br />
<code>:start</code> - a tuple with the module-function-args to be invoked to start the child process. This key is required.<br />
<br />
<code>:restart</code> - an atom that defines when a terminated child process should be restarted (see the ""Restart values"" section below). This key is optional and defaults to :permanent.<br />
<br />
<code>:shutdown</code> - an integer or atom that defines how a child process should be terminated (see the ""Shutdown values"" section below). This key is optional and defaults to 5_000 if the type is :worker or :infinity if the type is :supervisor.<br />
<br />
<code>:type</code> - specifies that the child process is a :worker or a :supervisor. This key is optional and defaults to :worker.</p>
"	
"<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>Supervisor.child_spec/2(module_or_map, overrides)</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
is defined as below: It expects a module, <strong>{module, arg}</strong> or <strong>a map</strong> as the child specification. If a module is given, the specification is retrieved by calling <strong>module.child_spec(arg)</strong>.</p>
<div>
<p>After the child specification is retrieved, the fields on overrides are directly applied on the child spec. If overrides has keys that do not map to any child specification field, an error is raised.</p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<p>Think of a scenario where this call might be useful?</p>
</div>
"	"<p>Scenario where a supervisor needs to start multiple workers of the same GenServer. Here's snippet from a Supervisor code:</p>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>def start_link(_) do   File.mkdir_p!(@db_folder)   c
hildren= Enum.map(1..@pool_size, &amp;worker_spec/1)   Supervisor.start_l
ink(children, strategy: :one_for_one) end  defp worker_spec(worker_id
) do   default_worker_spec={Todo.DatabaseWorker, {@db_folder, worker_
id}}   Supervisor.child_spec(default_worker_spec, id: worker_id) end</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<div>
<div>
<div>
<p>You start off by creating a list of three child specifications, each of them describing one database worker. Then you pass this list to Supervisor.start_link/2. The specification for each worker is created in worker_spec/1. You start off with the default specification for the database worker, {Todo.DatabaseWorker, {@db_folder, worker_id}}. Then you use <strong>Supervisor.child_spec/2 to set the unique ID for the worker</strong>. Without that, you’d end up with multiple children having the same ID. Recall that <strong>a default child_spec/1, generated via use GenServer</strong>, provides the name of the module in the :id field. Consequently, if you use that default specification and try to start two database workers, they’ll both get the same ID of Todo.DatabaseWorker. The Supervisor module will complain about it and raise an error. </p>
</div>
</div>
</div>
</div>
</div>
"	
"<p>What is the difference between Kernel.spawn_link and Process.monitor/1?</p>
"	"<div>
<div>
<div>
<div>
<p>There are two main differences between monitors and links. First, monitors are unidirectional — only the process that created a monitor receives notifications. In addition, unlike a link, the observer process won’t crash when the monitored process terminates. Instead, a message is sent, which you can handle or ignore. </p>
</div>
<div>
<p><br />
</p>
</div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(3)&gt; target_pid = spawn(fn -&gt; Process.sleep(20000) end) #PID&lt;0.16
0.0&gt; iex(4)&gt; Process.monitor(target_pid)                        #Refe
rence&lt;0.666283299.2325217283.165544&gt; iex(5)&gt; receive do
                           ...(5)&gt;  msg-&gt; IO.inspect(msg)
                 ...(5)&gt; end {:DOWN, #Reference&lt;0.666283299.232521728
3.165544&gt;, :process, #PID&lt;0.160.0&gt;, :normal} {:DOWN, #Reference&lt;0.666
283299.2325217283.165544&gt;, :process, #PID&lt;0.160.0&gt;, :normal} iex(6)&gt;</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
</div>
</div>
</div>
"	
"<p>Explain GenServer process lifecycle.</p>
"	"<p><img src=""16633584227328093070721391953307.jpg"" /></p>
"	
"<p>Explain <code>system_limit</code> error (Erlang).</p>
"	"<table>
<tbody>
<tr class=""odd"">
<td style=""text-align: left;"">A system limit has been reached, e.g. too many processes were created.</td>
</tr>
</tbody>
</table>
"	
"<p>Create and modify a map in Erlang?</p>
"	"<pre><code>X = #{a =&gt; 1, b =&gt; 2, c =&gt; 3}.
Y = X#{a := 2, d =&gt; 4}.</code></pre>
<p><br />
Other functions are available in <code>map</code> module.</p>
"	
"<p>Let's assume the following long running query that need be run concurrently. </p>
<div>
<p><br />
</p>
</div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(1)&gt;run_que
ry = fn query_def -&gt; Process.sleep(2000) &quot;#{query_def} result&quot; end
iex(2)&gt; Enum.map(1..5, &amp;run_query.(&amp;1))
        [&quot;1 result&quot;, &quot;2 result&quot;, &quot;3 result&quot;, &quot;4 result&quot;, &quot;5 result&quot;]</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>How do you Task module to run it concurrently?<br />
</p>
</div>
</div>
"	"<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(
1)&gt; tasks=Enum.map(1..5, &amp;Task.async(fn -&gt; run_query.(&quot;query #{&amp;1}&quot;)
end)) iex(2)&gt; Enum.map(tasks, &amp;Task.await(&amp;1)) [&quot;query 1 result&quot;, &quot;qu
ery 2 result&quot;, &quot;query 3 result&quot;, &quot;query 4 result&quot;, &quot;query 5 result&quot;]</code></pre>
</div></td>
</tr>
</tbody>
</table>
<div>
<div>
<div>
<div>
<p>Here you create five queries, and then start each query execution in a separate task. The result in the tasks variable is a list of five %Task{} structs, each describing one task executing a query.</p>
</div>
<div>
<p>To wait for all the results, you pass each task from the tasks variable to the Task .await/1 function </p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
"	
"<p>In Phoenix, what's a pipeline?</p>
"	"<p>A pipeline is just a group of plugs that are used for a particular purpose. In a router, for example, you can have two different pipelines: one for a typical browser request, and one for a typical API request.<br />
<br />
In the browser pipeline, you accept ""html"" requests, getting the session and the flash (which stores temporary messages for the user, such as success, info, or warning messages); you set up forgery protection for your forms; and you put secure browser headers into the data. In the api pipeline, you only accept ""json"" requests. This makes sense—why get the flash and set up form forgery protection when a typical API request doesn’t utilize either of those features?</p>
"	
"<p>What is escript?</p>
"	"<p>Program (shell command) which allows to run Erlang programs as scripts. Example:<br />
<br />
<code>escript hello_world.erl</code></p>
"	
"<p>When a process will implicitly yield execution to the scheduler before its execution time is up?</p>
"	"<p><code>Process.sleep/1</code>, <code>receive</code> or when calling I/O operations, which are internally executed on separate threads called async threads. When issuing an I/O call, the calling process is preempted, and other processes get the execution slot. After the I/O operation finishes, the scheduler resumes the calling process.</p>
"	
"<p>What is the purpose of the pin operator (<code>^</code>)?</p>
"	"<p>Variables in Elixir can be rebound. By using <code>^</code> operator, user can prevent the pattern matching from assigning value and force the matching operation. For example:<br />
</p>
<pre><code>n = 1
n = 2    # Ok
^n = 3   # MatchError</code></pre>
"	
"<p>Implement naive timer with option to cancel using receive</p>
"	"<p><img src=""16641169239476528393728770931505.jpg"" /></p>
"	
"<p>List four basic GenServer features.</p>
"	"<ul>
<li>Support for calls and casts</li>
<li>Customizable timeouts for call requests</li>
<li>Propagation of server-process crashes to client processes waiting for a response</li>
<li>Support for distributed systems</li>
</ul>
"	
"<p>What is the string concatenation operator in Elixir?</p>
"	"<p><code>&lt;&gt;</code> because strings are just binaries.</p>
"	
"<p>What is <code>|&gt;</code>?</p>
"	"<p>The |&gt;, or pipe operator, takes the value on the left and passes it as the first argument to the function on the right. We call these compositions pipes or pipelines, and we call each individual function a segment or pipe segment.</p>
"	
"<p>To convert a normal GenServer implementation into a Supervised server, you needed to introduce start_link function that takes exactly one argument. Why is that?</p>
"	"<p>When you 'use GenServer' it automatically injects a child_spec/1 function that returns a default child specification. For example,</p>
<div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>%{id: Todo.Cache, start: {Todo.Cache, :start_link, [nil]}}</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p>This is why when you define start_link in your GenServer you need to take one argument and ignore it. </p>
</div>
</div>
</div>
</div>
"	
"<p>How to register process when starting it via GenServer?</p>
"	"<p>Use <code>:name</code> option, e.g.: <code>GenServer.start(__MODULE__, nil, name: __MODULE__)</code>.</p>
"	
"<p>What processes are created by Ranch and Cowboy and which modules are called by them.</p>
"	"<p><img src=""img9105293199292996530.jpg"" /></p>
"	
"<p>Give example of list comprehension in Erlang.</p>
"	"<p><code>[2*N*M, N &lt;- [1, 2, 3, 4, 5, 6], M &lt;- [8, 9, 10], N &lt;= 3]</code></p>
"	
"<p>Explain a problem in the following code &amp; propose a solution:<br />
</p>
<pre><code>defmodule Todo.Server do
  use GenServer

  def init(name) do
    {:ok, {name, Todo.Database.get(name) || Todo.List.new()}}
  end

  ...
end</code></pre>
"	"<p>The problem is possibly long-running init/1 callbacks. Recall that GenServer.start returns only after the process has been initialized. Consequently, a long-running init/1 function will cause the creator process to block. In this case, a long initialization of a to-do server will block the client process. </p>
<div>
<p><br />
</p>
</div>
<div>
<div>
<div>
<div>
<p>To circumvent this problem, there’s a simple trick. You can use init/1 to send yourself an internal message and then initialize the process state in the corresponding handle_info callback:</p>
</div>
</div>
</div>
<div>
<div>
<div>
<p>reading the data</p>
</div>
</div>
</div>
<div>
<div>
<div>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>def init(name) do
 send(self(), {:real_init, name})
 {:ok, nil}
end
...
def handle_info({:real_init, name}, state) do
 {:noreply, {name, Todo.Database.get(name) || Todo.List.new()}}
end</code></pre>
</div>
<br />
</td>
</tr>
</tbody>
</table>
<p>In the above, example when the client calls GenServer.start(Todo.Server, ""Bobs_list""), he will get the pid immediately although the state is not initialized. So the client is not blocked for the initialization. Note: Client is still blocked if he calls GenServer.call before the :real_init message is processed by the handle_info/2 call</p>
</div>
</div>
</div>
</div>
"	
"<p>What is the default timeout for <code>GenServer</code> call?</p>
"	"<p>5 seconds.</p>
"	
"<p>What is the difference between <em>and</em> and &amp;&amp; operators ?</p>
"	"<div>
<p>Elixir provides short-circuiting logical boolean operators <em>and, or, &amp;&amp;, and ||.</em> The <em>and</em> and <em>or</em> operators are said to be <strong>strict</strong> because they only accept booleans and return a boolean result. The pipes || and ampersands &amp;&amp; are non-strict/relaxed and can take any value. The values false and nil are the only falsey values and everything else is true.</p>
<p><br />
</p>
<p>Use <strong>and</strong> or <strong>or</strong> when you have boolean inputs and want a boolean result.</p>
<p><br />
<br />
<br />
</p>
<table>
<colgroup>
<col style=""width: 100%"" />
</colgroup>
<tbody>
<tr class=""odd"">
<td><div class=""highlight"" style=""background: #f8f8f8"">
<pre style=""line-height: 125%""><code>iex(2)&gt; &quot;hello&quot; and false ** (BadBooleanError) expected a boolean
 on left-side of &quot;and&quot;, got: &quot;hello&quot;  iex(2)&gt; &quot;hello&quot; &amp;&amp; false false</code></pre>
</div></td>
</tr>
</tbody>
</table>
<p><br />
</p>
</div>
"	
